Date,tweet
2019-04-16 18:01:11+00:00,"I will be in Green Bay, Wisconsin on Saturday, April 27th at the Resch Center — 7:00pm (CDT). Big crowd expected! #MAGA https://www.donaldjtrump.com/rallies/apr-gb-wi-2019 …"
2019-04-16 14:11:46+00:00,"So weird to watch Crazy Bernie on @FoxNews. Not surprisingly, @BretBaier and the “audience” was so smiley and nice. Very strange, and now we have @donnabrazile?"
2019-04-16 13:34:55+00:00,No Collusion - No Obstruction!
2019-04-16 13:02:23+00:00,"A must read, Andy McCarthy’s column today, “Dirty dealings of dirt devils who concocted Trump-Russia probe.” The greatest Scam in political history. If the Mainstream Media were honest, which they are not, this story would be bigger and more important than Watergate. Someday!"
2019-04-16 18:59:17+00:00,No Collusion - No Obstruction!pic.twitter.com/cbFOEEyLtM
2019-04-17 16:14:52+00:00,....in my conversation yesterday with President @EmmanuelMacron of France. I also wished both Pope Francis and President Macron a very Happy Easter!
2019-04-17 16:14:52+00:00,Just had a wonderful conversation with @Pontifex Francis offering condolences from the People of the United States for the horrible and destructive fire at Notre Dame Cathedral. I offered the help of our great experts on renovation and construction as I did....
2019-04-17 11:45:14+00:00,"Democrats in Congress must return from their Vacations and change the Immigration Laws, or the Border, despite the great job being done by Border Patrol, will only get worse. Big sections of Wall now being built!"
2019-04-17 11:34:45+00:00,"Wow! FBI made 11 payments to Fake Dossier’s discredited author, Trump hater Christopher Steele. @OANN @JudicialWatch The Witch Hunt has been a total fraud on your President and the American people! It was brought to you by Dirty Cops, Crooked Hillary and the DNC."
2019-04-17 04:27:01+00:00,"On Trumps ICC Win, Dems and Republicans See Eye to Eye | RealClearPoliticshttps://www.realclearpolitics.com/articles/2019/04/15/on_trumps_icc_win_dems_and_republicans_see_eye_to_eye_140052.html …"
2019-04-17 01:24:39+00:00,I believe it will be Crazy Bernie Sanders vs. Sleepy Joe Biden as the two finalists to run against maybe the best Economy in the history of our Country (and MANY other great things)! I look forward to facing whoever it may be. May God Rest Their Soul!
2019-04-17 01:11:47+00:00,"Bernie Sanders and wife should pay the Pre-Trump Taxes on their almost $600,000 in income. He is always complaining about these big TAX CUTS, except when it benefits him. They made a fortune off of Trump, but so did everyone else - and that’s a good thing, not a bad thing!"
2019-04-17 00:57:41+00:00,"Many Trump Fans & Signs were outside of the @FoxNews Studio last night in the now thriving (Thank you President Trump) Bethlehem, Pennsylvania, for the interview with Crazy Bernie Sanders. Big complaints about not being let in-stuffed with Bernie supporters. What’s with @FoxNews?"
2019-04-18 23:46:58+00:00,"When there is not an underlying crime with regard to Collusion (in fact, the whole thing was a made up fraud), it is difficult to say that someone is obstructing something. There was no underlying crime.” @marthamaccallum @FoxNews"
2019-04-18 23:28:23+00:00,"Anything the Russians did concerning the 2016 Election was done while Obama was President. He was told about it and did nothing! Most importantly, the vote was not affected."
2019-04-18 21:31:51+00:00,"“Donald Trump was being framed, he fought back. That is not Obstruction.” @JesseBWatters I had the right to end the whole Witch Hunt if I wanted. I could have fired everyone, including Mueller, if I wanted. I chose not to. I had the RIGHT to use Executive Privilege. I didn’t!"
2019-04-18 20:37:57+00:00,"Today, I was thrilled to host the @WWP Soldier Ride once again at the @WhiteHouse. We were all deeply honored to be in the presence of TRUE AMERICAN HEROES....https://www.pscp.tv/w/b4jVFzFvTlFsTFJub1dwUXd8MWRSSlptd1h5ZFFHQp76jGM9rvOL8csYXIbmO2UIbTofkORbXsxjNR9bf-ko?t=7m55s …"
2019-04-18 16:59:04+00:00,"As I have been saying all along, NO COLLUSION - NO OBSTRUCTION!pic.twitter.com/BnMB5mvHAM"
2019-04-18 13:57:33+00:00,pic.twitter.com/222atp7wuB
2019-04-18 12:54:47+00:00,No Collusion - No Obstruction!pic.twitter.com/diggF8V3hl
2019-04-18 12:31:03+00:00,Attorney General William Barr’s Press Conference today at 9:30 AM ET. Watch on @FoxNews @OANN
2019-04-18 12:07:08+00:00,PRESIDENTIAL HARASSMENT!
2019-04-18 11:54:39+00:00,"The Greatest Political Hoax of all time! Crimes were committed by Crooked, Dirty Cops and DNC/The Democrats."
2019-04-18 01:07:04+00:00,Nolte: Poll Shows Media Failed to Gaslight Public About Trump Campaign Spying http://bit.ly/2VRXs8K via @BreitbartNews
2019-04-19 23:10:40+00:00,"Wishing a Happy Passover to all those celebrating in America, Israel, and around the world!pic.twitter.com/h3wgLZ4mxS"
2019-04-19 22:51:04+00:00,“TRUMP HAS BEEN TOTALLY VINDICATED”https://youtu.be/NNAXeb7OsWs
2019-04-19 21:41:10+00:00,Time for Democrats to accept realityhttps://thehill.com/opinion/white-house/439680-time-for-democrats-to-accept-reality …
2019-04-19 21:23:10+00:00,"The Washington Post and New York Times are, in my opinion, two of the most dishonest media outlets around. Truly, the Enemy of the People!https://twitter.com/Liz_Wheeler/status/1119228575134015489 …"
2019-04-19 20:47:34+00:00,"....big, fat, waste of time, energy and money - $30,000,000 to be exact. It is now finally time to turn the tables and bring justice to some very sick and dangerous people who have committed very serious crimes, perhaps even Spying or Treason. This should never happen again!"
2019-04-19 12:08:56+00:00,"...agreed to testify, it was not necessary for me to respond to statements made in the “Report” about me, some of which are total bullshit & only given to make the other person look good (or me to look bad). This was an Illegally Started Hoax that never should have happened, a..."
2019-04-19 11:53:09+00:00,"Statements are made about me by certain people in the Crazy Mueller Report, in itself written by 18 Angry Democrat Trump Haters, which are fabricated & totally untrue. Watch out for people that take so-called “notes,” when the notes never existed until needed. Because I never...."
2019-04-19 02:34:48+00:00,Kimberley Strassel should get the Pulitzer. She is a treasure (and I don’t know her) who correctly called the Russia Hoax right from the start! Others who were soooo wrong will get the Prize. Fake News!https://twitter.com/KimStrassel/status/1119039985431113728 …
2019-04-19 00:38:16+00:00,"“The Mueller Report is perhaps the single most humiliating thing that has ever happened to the White House Press in the history of this Country. They know they lied...Many reporters lied about Russia Collusion and so much more. Clapper & Brennan, all lies” @TuckerCarlson"
2019-04-19 00:27:34+00:00,"“If dozens of Federal prosecutors spent two years trying to charge you with a crime, and found they couldn’t, it would mean there wasn’t any evidence you did it - and that’s what happened here - that’s what we just learned from the Mueller Report.” @TuckerCarlson"
2019-04-20 23:34:04+00:00,Good night of television! 8:00 PM @WattersWorld 9:00 PM @JudgeJeanine with interview of @RudyGiuliani followed by Greg G. Honest commentary is always nice!
2019-04-20 23:02:54+00:00,"Check out @MarkLevinShow: Life, Liberty & Levin on @FoxNews now (7pm)!"
2019-04-20 22:09:33+00:00,"If @MittRomney spent the same energy fighting Barack Obama as he does fighting Donald Trump, he could have won the race (maybe)!pic.twitter.com/p5imhMJqS1"
2019-04-20 21:46:09+00:00,pic.twitter.com/bCvpOGCD4t
2019-04-20 15:52:34+00:00,pic.twitter.com/yoWCQLuxbD
2019-04-20 12:15:41+00:00,The end result of the greatest Witch Hunt in U.S. political history is No Collusion with Russia (and No Obstruction). Pretty Amazing!
2019-04-20 12:02:38+00:00,The Fake News Media is doing everything possible to stir up and anger the pols and as many people as possible seldom mentioning the fact that the Mueller Report had as its principle conclusion the fact that there was NO COLLUSION WITH RUSSIA. The Russia Hoax is dead!
2019-04-20 11:53:29+00:00,"Despite the fact that the Mueller Report should not have been authorized in the first place & was written as nastily as possible by 13 (18) Angry Democrats who were true Trump Haters, including highly conflicted Bob Mueller himself, the end result is No Collusion, No Obstruction!"
2019-04-21 22:35:16+00:00,How do you impeach a Republican President for a crime that was committed by the Democrats? MAKE AMERICA GREAT AGAIN!
2019-04-21 14:23:37+00:00,Can you believe that I had to go through the worst and most corrupt political Witch Hunt in the history of the United States (No Collusion) when it was the “other side” that illegally created the diversionary & criminal event and even spied on my campaign? Disgraceful!
2019-04-21 13:55:27+00:00,Jobless claims in the United States have reached their lowest (BEST) level in over 50 years!
2019-04-21 12:51:49+00:00,"Despite No Collusion, No Obstruction, The Radical Left Democrats do not want to go on to Legislate for the good of the people, but only to Investigate and waste time. This is costing our Country greatly, and will cost the Dems big time in 2020!"
2019-04-21 12:37:43+00:00,The Trump Haters and Angry Democrats who wrote the Mueller Report were devastated by the No Collusion finding! Nothing but a total “hit job” which should never have been allowed to start in the first place!
2019-04-21 11:40:29+00:00,"Do you believe this? The New York Times Op-Ed: MEDIA AND DEMOCRATS OWE TRUMP AN APOLOGY. Well, they got that one right!"
2019-04-21 11:20:25+00:00,"138 people have been killed in Sri Lanka, with more that 600 badly injured, in a terrorist attack on churches and hotels. The United States offers heartfelt condolences to the great people of Sri Lanka. We stand ready to help!"
2019-04-21 11:04:01+00:00,"Happy Easter! I have never been happier or more content because your Country is doing so well, with an Economy that is the talk of the World and may be stronger than it has ever been before. Have a great day!"
2019-04-21 01:53:02+00:00,Thank you @JesseBWatters and @DBongino!pic.twitter.com/aGH4GBzhqh
2019-04-21 01:44:34+00:00,pic.twitter.com/xiMQFztJlV
2019-04-22 21:35:18+00:00,PRESIDENTIAL HARASSMENT!pic.twitter.com/G3f6QBNSMa
2019-04-22 21:30:57+00:00,This should NEVER happen to another President AGAIN!pic.twitter.com/9fnYIzjKQX
2019-04-22 20:46:12+00:00,Just spoke to @LouDobbs. Will be doing a very interesting show tonight at 7:00 P.M. Eastern on @FoxBusiness!
2019-04-22 19:41:59+00:00,"Today, @FLOTUS Melania and I are honored to host the 2019 @WhiteHouse Easter Egg Roll!pic.twitter.com/dKxSefCl7H"
2019-04-22 19:31:49+00:00,"Isn’t it amazing that the people who were closest to me, by far, and knew the Campaign better than anyone, were never even called to testify before Mueller. The reason is that the 18 Angry Democrats knew they would all say ‘NO COLLUSION’ and only very good things!"
2019-04-22 19:04:11+00:00,"“A very exculpatory section of the Mueller Report: NO CONSPIRACY, COORDINATION or COLLUSION with the Trump Campaign and the Russians. You can’t be more clear than that!” @GreggJarrettpic.twitter.com/bcFCtD0DRP"
2019-04-22 18:59:19+00:00,“The Obama Administration did not do itself proud in this.” @ByronYorkpic.twitter.com/6IDI1vEqFV
2019-04-22 18:25:26+00:00,SOUTHERN BORDER CRISIS! @LouDobbspic.twitter.com/2w3Qt9p8ER
2019-04-22 18:06:59+00:00,"Spoke to the Prime Minister of Italy, Giuseppe Conte, mostly concerning Immigration, Taxes, Trade, and the Economy of both of our countries. Very good call!"
2019-04-22 18:05:04+00:00,Spoke to Prime Minister Ranil Wickremesinghe of Sri Lanka this morning to inform him that the United States stands by him and his country in the fight against terrorism. Also expressed condolences on behalf of myself and the People of the United States!
2019-04-22 16:16:38+00:00,"My friend Herman Cain, a truly wonderful man, has asked me not to nominate him for a seat on the Federal Reserve Board. I will respect his wishes. Herman is a great American who truly loves our Country!"
2019-04-22 14:18:24+00:00,Congratulations!https://dailycaller.com/2019/04/16/cnn-ratings-plummet-all-year-low/ …
2019-04-22 14:11:30+00:00,Thank you @MarkLevinShow! #MAGApic.twitter.com/kff84hFgKP
2019-04-22 13:47:41+00:00,"Only high crimes and misdemeanors can lead to impeachment. There were no crimes by me (No Collusion, No Obstruction), so you can’t impeach. It was the Democrats that committed the crimes, not your Republican President! Tables are finally turning on the Witch Hunt!"
2019-04-22 13:37:10+00:00,Saudi Arabia and others in OPEC will more than make up the Oil Flow difference in our now Full Sanctions on Iranian Oil. Iran is being given VERY BAD advice by @JohnKerry and people who helped him lead the U.S. into the very bad Iran Nuclear Deal. Big violation of Logan Act?
2019-04-22 12:52:46+00:00,So true - thanks @SteveHiltonx @NextRevFNC!pic.twitter.com/2UK8RgzRQL
2019-04-23 22:43:34+00:00,You mean the Stock Market hit an all-time record high today and they’re actually talking impeachment!? Will I ever be given credit for anything by the Fake News Media or Radical Liberal Dems? NO COLLUSION!
2019-04-23 20:54:56+00:00,"Great meeting this afternoon at the @WhiteHouse with @Jack from @Twitter. Lots of subjects discussed regarding their platform, and the world of social media in general. Look forward to keeping an open dialogue!pic.twitter.com/QnZi579eFb"
2019-04-23 18:08:55+00:00,"I will be in Green Bay, Wisconsin this Saturday, April 27th at the Resch Center — 7:00pm (CDT). Big crowd expected! #MAGA https://www.donaldjtrump.com/rallies/apr-gb-wi-2019 …"
2019-04-23 17:34:42+00:00,"Great golf champion & friend, Ernie Els ( @TheBig_Easy), has done a tremendous job in assisting those w/ Autism through his Els for Autism Fdn, focusing on Education, Research, Global Outreach, Recreation Services, Therapy Services, & Adult Services. #NationalAutismAwarenessMonth"
2019-04-23 15:47:42+00:00,Great interview by Jared. Nice to have extraordinarily smart people serving our Country!https://twitter.com/TIME/status/1120702516814123020 …
2019-04-23 11:47:36+00:00,KEEP AMERICA GREAT!
2019-04-23 11:46:34+00:00,The Wall is being rapidly built! The Economy is GREAT! Our Country is Respected again!
2019-04-23 11:32:19+00:00,".....But should be much higher than that if Twitter wasn’t playing their political games. No wonder Congress wants to get involved - and they should. Must be more, and fairer, companies to get out the WORD!"
2019-04-23 11:26:40+00:00,"“The best thing ever to happen to Twitter is Donald Trump.” @MariaBartiromo So true, but they don’t treat me well as a Republican. Very discriminatory, hard for people to sign on. Constantly taking people off list. Big complaints from many people. Different names-over 100 M....."
2019-04-23 11:04:37+00:00,"“Harley Davidson has struggled with Tariffs with the EU, currently paying 31%. They’ve had to move production overseas to try and offset some of that Tariff that they’ve been hit with which will rise to 66% in June of 2021.” @MariaBartiromo So unfair to U.S. We will Reciprocate!"
2019-04-23 10:54:34+00:00,"....Dumb and Sick. A really bad show with low ratings - and will only get worse. CNN has been a proven and long term ratings and beyond disaster. In fact, it rewarded Chris Cuomo with a now unsuccessful prime time slot, despite his massive failure in the morning. Only on CNN!"
2019-04-23 10:44:33+00:00,"Sorry to say but @foxandfriends is by far the best of the morning political shows on television. It rightfully has BY FAR the highest ratings, not even close. Morning Psycho (Joe), who helped get me elected in 2016 by having me on (free) all the time, has nosedived, too Angry..."
2019-04-23 10:27:06+00:00,"In the “old days” if you were President and you had a good economy, you were basically immune from criticism. Remember, “It’s the economy stupid.” Today I have, as President, perhaps the greatest economy in history...and to the Mainstream Media, it means NOTHING. But it will!"
2019-04-23 10:18:42+00:00,"The Radical Left Democrats, together with their leaders in the Fake News Media, have gone totally insane! I guess that means that the Republican agenda is working. Stay tuned for more!"
2019-04-23 10:14:24+00:00,"I will be going to Green Bay, Wisconsin, for a really big Rally on Saturday Evening. Big crowd expected, much to talk about. MAKE AMERICA GREAT AGAIN!"
2019-04-23 10:08:03+00:00,"I wonder if the New York Times will apologize to me a second time, as they did after the 2016 Election. But this one will have to be a far bigger & better apology. On this one they will have to get down on their knees & beg for forgiveness-they are truly the Enemy of the People!"
2019-04-23 09:59:49+00:00,"Paul Krugman, of the Fake News New York Times, has lost all credibility, as has the Times itself, with his false and highly inaccurate writings on me. He is obsessed with hatred, just as others are obsessed with how stupid he is. He said Market would crash, Only Record Highs!"
2019-04-24 23:01:43+00:00,"The Great State of Tennessee is so close to passing School Choice. All of our Nation’s children, regardless of background, deserve a shot at achieving the American Dream! Time to get this done, so important!"
2019-04-24 19:48:32+00:00,". @SenMikeLee of the great state of Utah has written a wonderful new book entitled, “Our Lost Declaration.” Highly recommended!"
2019-04-24 18:36:46+00:00,"Today, @FLOTUS Melania and I were honored to join thousands of leaders from across the Country for the 2019 Prescription Drug Abuse and Heroin Summit ( @RxSummit) in Atlanta, Georgia! #RxSummit2019https://www.pscp.tv/w/b5Cj3jFvTlFsTFJub1dwUXd8MUx5eEJBcGdtYk1KTlvVYLkTk4emfBbceunyXw-AjvHkKFpdKHtnUshzxMcy?t=1s …"
2019-04-24 16:54:54+00:00,"Rep. Alexandria Ocasio-Cortez is correct, the VA is not broken, it is doing great. But that is only because of the Trump Administration. We got Veterans Choice & Accountability passed. “President Trump deserves a lot of credit.” Dan Caldwell, Concerned Veterans of America"
2019-04-24 14:09:35+00:00,"I didn’t call Bob Costa of the Washington Post, he called me (Returned his call)! Just more Fake News."
2019-04-24 13:52:04+00:00,"....Congress has no time to legislate, they only want to continue the Witch Hunt, which I have already won. They should start looking at The Criminals who are already very well known to all. This was a Rigged System - WE WILL DRAIN THE SWAMP!"
2019-04-24 13:47:54+00:00,"No Collusion, No Obstruction - there has NEVER been a President who has been more transparent. Millions of pages of documents were given to the Mueller Angry Dems, plus I allowed everyone to testify, including W.H. counsel. I didn’t have to do this, but now they want more....."
2019-04-24 13:34:41+00:00,"Can anyone comprehend what a GREAT job Border Patrol and Law Enforcement is doing on our Southern Border. So far this year they have APPREHENDED 418,000 plus illegal immigrants, way up from last year. Mexico is doing very little for us. DEMS IN CONGRESS MUST ACT NOW!"
2019-04-24 12:18:31+00:00,".....are there no “High Crimes and Misdemeanors,” there are no Crimes by me at all. All of the Crimes were committed by Crooked Hillary, the Dems, the DNC and Dirty Cops - and we caught them in the act! We waited for Mueller and WON, so now the Dems look to Congress as last hope!"
2019-04-24 12:10:06+00:00,"The Mueller Report, despite being written by Angry Democrats and Trump Haters, and with unlimited money behind it ($35,000,000), didn’t lay a glove on me. I DID NOTHING WRONG. If the partisan Dems ever tried to Impeach, I would first head to the U.S. Supreme Court. Not only......"
2019-04-24 12:00:46+00:00,"Mexico’s Soldiers recently pulled guns on our National Guard Soldiers, probably as a diversionary tactic for drug smugglers on the Border. Better not happen again! We are now sending ARMED SOLDIERS to the Border. Mexico is not doing nearly enough in apprehending & returning!"
2019-04-24 11:25:43+00:00,"A very big Caravan of over 20,000 people started up through Mexico. It has been reduced in size by Mexico but is still coming. Mexico must apprehend the remainder or we will be forced to close that section of the Border & call up the Military. The Coyotes & Cartels have weapons!"
2019-04-24 11:18:08+00:00,"The American people deserve to know who is in this Country. Yesterday, the Supreme Court took up the Census Citizenship question, a really big deal. MAKE AMERICA GREAT AGAIN!"
2019-04-24 11:04:17+00:00,"“Former CIA analyst Larry Johnson accuses United Kingdom Intelligence of helping Obama Administration Spy on the 2016 Trump Presidential Campaign.” @OANN WOW! It is now just a question of time before the truth comes out, and when it does, it will be a beauty!"
2019-04-24 00:46:04+00:00,Thanks Rush! @FoxNewspic.twitter.com/x8XogwA8VX
2019-04-24 18:40:18+00:00,"As ONE UNITED NATION, we will work, we will pray, and we will fight for the day when every family across our land can live in a DRUG FREE AMERICA! #RxSummit2019https://twitter.com/RxSummit/status/1121110722749112321 …"
2019-04-25 18:11:16+00:00,Thank you! #MAGApic.twitter.com/EWjwRlmIve
2019-04-25 18:09:25+00:00,Our Border Control Agents have done an incredible job under very adverse conditions. I am very proud to have increased their salaries because of the great job they do. Nobody deserves it more. THANK YOU and keep up the outstanding work!pic.twitter.com/ljy3hZOgfL
2019-04-25 16:32:44+00:00,"Look forward to seeing everyone in Indianapolis, Indiana tomorrow!https://twitter.com/NRA/status/1119398244180688896 …"
2019-04-25 14:35:11+00:00,I will be interviewed by @seanhannity tonight at 9:00 PM on @FoxNews. Enjoy!
2019-04-25 12:22:18+00:00,"Welcome to the race Sleepy Joe. I only hope you have the intelligence, long in doubt, to wage a successful primary campaign. It will be nasty - you will be dealing with people who truly have some very sick & demented ideas. But if you make it, I will see you at the Starting Gate!"
2019-04-25 12:09:42+00:00,".....Despite the fact that the Mueller Report was “composed” by Trump Haters and Angry Democrats, who had unlimited funds and human resources, the end result was No Collusion, No Obstruction. Amazing!"
2019-04-25 11:57:24+00:00,"....Mueller was NOT fired and was respectfully allowed to finish his work on what I, and many others, say was an illegal investigation (there was no crime), headed by a Trump hater who was highly conflicted, and a group of 18 VERY ANGRY Democrats. DRAIN THE SWAMP!"
2019-04-25 11:47:12+00:00,"As has been incorrectly reported by the Fake News Media, I never told then White House Counsel Don McGahn to fire Robert Mueller, even though I had the legal right to do so. If I wanted to fire Mueller, I didn’t need McGahn to do it, I could have done it myself. Nevertheless,...."
2019-04-26 22:57:34+00:00,THANK YOU @NRA! #NRAAMpic.twitter.com/SWkpe1eFhT
2019-04-26 19:13:29+00:00,"“U.S. Economy Grows 3.2% in Q1, Smashing Expectations”https://www.breitbart.com/economy/2019/04/26/us-economy-grows-3-2-percent/ …"
2019-04-26 18:31:47+00:00,"Spoke to Saudi Arabia and others about increasing oil flow. All are in agreement. The California tax on gasoline is causing big problems on pricing for that state. Speak to your Governor about reducing. Economic numbers, 3.2% GDP for what is often worst quarter, looking good!"
2019-04-26 17:34:33+00:00,Great NRA crowd and enthusiasm in Indiana. Thank you! Leaving now for meetings in the Oval Office.
2019-04-26 14:25:28+00:00,"Just out: Real GDP for First Quarter grew 3.2% at an annual rate. This is far above expectations or projections. Importantly, inflation VERY LOW. MAKE AMERICA GREAT AGAIN!"
2019-04-26 12:47:07+00:00,Heading to Indianapolis to speak at the big NRA Conference. Love being in Indiana. The @NRA is getting stronger & stronger and doing some really great and important work. Having their powerful support has been vital to #MAGA!
2019-04-26 12:39:55+00:00,"Weirdo Tom Steyer, who didn’t have the “guts” or money to run for President, is still trying to remain relevant by putting himself on ads begging for impeachment. He doesn’t mention the fact that mine is perhaps the most successful first 2 year presidency in history & NO C OR O!"
2019-04-26 11:32:40+00:00,"“President Donald J. Trump is the greatest hostage negotiator that I know of in the history of the United States. 20 hostages, many in impossible circumstances, have been released in last two years. No money was paid.” Cheif Hostage Negotiator, USA!"
2019-04-26 11:12:21+00:00,"No money was paid to North Korea for Otto Warmbier, not two Million Dollars, not anything else. This is not the Obama Administration that paid 1.8 Billion Dollars for four hostages, or gave five terroist hostages plus, who soon went back to battle, for traitor Sgt. Bergdahl!"
2019-04-26 00:59:14+00:00,I will be interviewed on @seanhannity at 9:00 PM. In 5 minutes - Enjoy!
2019-04-27 23:46:06+00:00,"Just arrived in Green Bay, Wisconsin for a #MAGA Rally. Big crowds - join me at 8:00 P.M. Eastern, live on @FoxNews!"
2019-04-27 22:47:01+00:00,"Sincerest THANK YOU to our great Border Patrol Agent who stopped the shooter at the Synagogue in Poway, California. He may have been off duty but his talents for Law Enforcement weren’t!"
2019-04-27 22:14:25+00:00,Great day with Prime Minister @AbeShinzo of Japan. We played a quick round of golf by the beautiful Potomac River while talking Trade and many other subjects. He has now left for Japan and I am on my way to Wisconsin where a very large crowd of friends await!pic.twitter.com/ZvyxJ8sIw2
2019-04-27 22:00:23+00:00,"Leaving now for Green Bay, Wisconsin - BIG CROWD, will be there shortly! #MAGA"
2019-04-27 21:41:05+00:00,"Thoughts and prayers to all of those affected by the shooting at the Synagogue in Poway, California. God bless you all. Suspect apprehended. Law enforcement did outstanding job. Thank you!"
2019-04-27 17:05:36+00:00,"We must end the Opioid Crisis. Do your part today by participating in prescription drug #TakeBackDay at over 4,000 locations across the Country! http://DEATakeBack.com pic.twitter.com/y96Y9MBpaz"
2019-04-27 12:06:03+00:00,"Congratulations to Nick Bosa on being picked number two in the NFL Draft. You will be a great player for years to come, maybe one of the best. Big Talent! San Francisco will embrace you but most importantly, always stay true to yourself. MAKE AMERICA GREAT AGAIN!"
2019-04-28 12:59:53+00:00,"Will be interviewed by @MariaBartiromo on @FoxNews at 10:00 AM. Talking about the Southern Border and how the Dems MUST act fast to change our pathetic immigration laws. Will be tough, watch!"
2019-04-28 03:10:25+00:00,"....for the more traditional, but not very bright, Sleepy Joe Biden. Here we go again Bernie, but this time please show a little more anger and indignation when you get screwed!"
2019-04-28 03:10:24+00:00,"The Democratic National Committee, sometimes referred to as the DNC, is again working its magic in its quest to destroy Crazy Bernie Sanders...."
2019-04-28 02:57:32+00:00,"....Ever since Andrew came to my office to ask that I appoint him to the U.S. Supreme Court, and I said NO, he has been very hostile! Also asked for pardon for his friend. A good “pal” of low ratings Shepard Smith."
2019-04-28 02:57:31+00:00,Thank you to brilliant and highly respected attorney Alan Dershowitz for destroying the very dumb legal argument of “Judge” Andrew Napolitano....
2019-04-28 02:07:11+00:00,"Thank you Green Bay, Wisconsin! MAKE AMERICA GREAT AGAIN!!pic.twitter.com/chGLxGsPQh"
2019-04-28 01:58:39+00:00,"Beautiful #TrumpRally tonight in Green Bay, Wisconsin with a massive crowd. Thank you for joining me, I love you! #MAGAhttps://www.pscp.tv/w/b5T_LDFvTlFsTFJub1dwUXd8MW5BSkV6TmRQTWF4TIZg9aiLWG-KfDHBLteqA_GO7aAcQLn-PTlqFlizyoVC?t=40s …"
2019-04-29 23:13:49+00:00,"Pittsburgh jobless rate hits lowest point since the early 1970s (maybe even better than that) and Sleepy Joe just had his first rally there. Fact is, every economic aspect of our Country is the best it has ever been!https://www.post-gazette.com/business/career-workplace/2019/04/02/Pittsburgh-low-jobless-unemployment-rate-workers-employers-hiring-business/stories/201904020086 …"
2019-04-29 15:20:34+00:00,"The New York Times has apologized for the terrible Anti-Semitic Cartoon, but they haven’t apologized to me for this or all of the Fake and Corrupt news they print on a daily basis. They have reached the lowest level of “journalism,” and certainly a low point in @nytimes history!"
2019-04-29 15:06:11+00:00,"Bob Mueller was a great HERO to the Radical Left Democrats. Now that the Mueller Report is finished, with a finding of NO COLLUSION & NO OBSTRUCTION (based on a review of Report by our highly respected A.G.), the Dems are going around saying, “Bob who, sorry, don’t know the man.”"
2019-04-29 14:55:09+00:00,"The Dues Sucking firefighters leadership will always support Democrats, even though the membership wants me. Some things never change!"
2019-04-29 14:51:03+00:00,"Sleepy Joe Biden is having his first rally in the Great State of Pennsylvania. He obviously doesn’t know that Pennsylvania is having one of the best economic years in its history, with lowest unemployment EVER, a now thriving Steel Industry (that was dead) & great future!........"
2019-04-29 14:42:12+00:00,"The Media (Fake News) is pushing Sleepy Joe hard. Funny, I’m only here because of Biden & Obama. They didn’t do the job and now you have Trump, who is getting it done - big time!"
2019-04-29 14:32:39+00:00,"I’ll never get the support of Dues Crazy union leadership, those people who rip-off their membership with ridiculously high dues, medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy, tax & reg cuts, military etc. WIN!"
2019-04-29 13:23:32+00:00,"....People are fleeing New York State because of high taxes and yes, even oppression of sorts. They didn’t even put up a fight against SALT - could have won. So much litigation. The NRA should leave and fight from the outside of this very difficult to deal with (unfair) State!"
2019-04-29 12:18:25+00:00,"The NRA is under siege by Cuomo and the New York State A.G., who are illegally using the State’s legal apparatus to take down and destroy this very important organization, & others. It must get its act together quickly, stop the internal fighting, & get back to GREATNESS - FAST!"
2019-04-29 10:49:10+00:00,"I spoke at length yesterday to Rabbi Yisroel Goldstein, Chabad of Poway, where I extended my warmest condolences to him and all affected by the shooting in California. What a great guy. He had a least one finger blown off, and all he wanted to do is help others. Very special!"
2019-04-30 23:21:16+00:00,"Today, it was my great honor to welcome and host the 2018 @NASCAR Cup Series Champion, @JoeyLogano and @Team_Penske to the @WhiteHouse!pic.twitter.com/ExCangG6Kc"
2019-04-30 21:09:13+00:00,"....embargo, together with highest-level sanctions, will be placed on the island of Cuba. Hopefully, all Cuban soldiers will promptly and peacefully return to their island!"
2019-04-30 21:09:13+00:00,"If Cuban Troops and Militia do not immediately CEASE military and other operations for the purpose of causing death and destruction to the Constitution of Venezuela, a full and complete...."
2019-04-30 20:20:10+00:00,"CONGRATULATIONS to the 2018 @NASCAR Cup Series Champion, @JoeyLogano!https://www.pscp.tv/w/b5ilBTFvTlFsTFJub1dwUXd8MXluS09SbnpaWFh4UoNAgXVcq9g17uAJZCL6YWO2ZY956yqSlbtyPgYjxAF0?t=3s …"
2019-04-30 18:23:28+00:00,I am monitoring the situation in Venezuela very closely. The United States stands with the People of Venezuela and their Freedom!
2019-04-30 18:05:02+00:00,"....up like a rocket if we did some lowering of rates, like one point, and some quantitative easing. Yes, we are doing very well at 3.2% GDP, but with our wonderfully low inflation, we could be setting major records &, at the same time, make our National Debt start to look small!"
2019-04-30 17:56:57+00:00,"China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates, even though inflation is very low, and instituted a very big dose of quantitative tightening. We have the potential to go..."
2019-04-30 16:31:50+00:00,"....European countries are not helping at all, even though this was very much done for their benefit. They are refusing to take back prisoners from their specific countries. Not good!"
